seed,in_domain_hybrid_minus_physics,ood_sensor_noise_hybrid_minus_physics,ood_cooling_hybrid_minus_physics,ood_combined_hybrid_minus_physics,ood_shocks_hybrid_minus_physics,target_ood_aggregate_hybrid_minus_physics
22000,-0.9747577113684542,-2.0353964989251736,0.0,0.0,2.085284706738456,-0.6784654996417245
22001,-1.026604533070298,2.755939654842159,0.9410811542362865,1.8820585918029167,-1.0194770218411122,1.8596931336271207
22002,-0.9985023525611041,-0.9815998870945819,-0.9257041956170298,-1.0033047041906187,2.3199149884942543,-0.9702029289674101
22003,-0.9829066918866189,-1.00714614697268,-0.9682172138016156,1.9012924906652913,2.786769025111653,-0.024690290036334755
22004,-1.8721986900799408,1.8765951403613101,0.0,1.7522126477560533,-2.9446105458659986,1.2096025960391212
22005,-1.0131113474945082,2.7087357333390045,-0.009956845699939265,1.6618917714866583,2.1587348219504747,1.4535568863752413
22006,-2.056998174335483,-1.3814293710057655,-0.9845939527321477,-1.8150755644155865,-1.0368976754940604,-1.3936996293844999
22007,2.397893520224237,4.9051831568702795,0.0,1.76800687766697,0.0,2.224396678179083
22008,-1.0273169082324216,2.22791814320847,2.591213679923932,0.0,-0.00011776574636002124,1.6063772743774674
22009,6.240902807954377,1.5455271137679674,0.0,1.660090257173799,6.136286595586796,1.0685391236472555
22010,0.03890761594423253,-1.9432629028402175,-0.883337713672681,-0.883337713672681,0.03890761594423253,-1.2366461100618598
22011,-0.9780159984872299,-0.8828870332866074,-1.004717887226235,-1.0005943697443342,2.571895616074201,-0.9627330967523923
22012,-1.018696175608497,-1.018696175608497,0.0698893646664942,1.9775294999479485,-1.0335383717070528,0.34290756300198194
22013,4.859289707209648,4.40030319672934,2.081006092719221,1.6061725622984824,2.161009592856118,2.695827283915681
22014,-0.9704605055903812,-1.014813807333752,2.1034045644698907,2.1284550472131656,-0.9886888685089659,1.072348601449768
22015,-1.0752063317592189,1.668614967573319,0.0,0.0,3.6834961675113433,0.5562049891911064
22016,2.642021039617788,0.7714695458968777,2.225831405977104,3.414053499952857,5.001835424507888,2.1371181506089463
22017,2.673794136944217,-1.0316309232303738,2.182073399747388,2.180773842515194,2.6714568698294343,1.1104054396774028
22018,2.694324217451495,1.5537800991807487,1.8990436657029974,2.299151513546299,1.9269027359143536,1.917325092810015
22019,-1.0447333887208288,2.7635312066166833,0.0,0.0,-1.0447333887208288,0.9211770688722277
22020,0.049241769116584067,-2.0646741690973656,2.243869193882105,2.259219340317756,2.720688862448938,0.8128047883674986
22021,-1.0121112788865787,-1.0369097437849817,1.8821046774775567,2.3124585926856156,4.832104776174262,1.0525511754593968
22022,2.6623339930112593,-2.03818324340196,-0.9296084446348729,2.0182726174509895,4.934071681980349,-0.3165063568619478
22023,-1.0128589529940868,5.1741115257911545,0.0,3.677544443962489,2.6344672282045565,2.9505519899178814
22024,-0.9826633862223062,9.833444924732525,2.3131296858857766,4.036516178534669,2.618390936304529,5.3943635963843235
22025,-1.0045115668608915,1.568952508621436,2.2779566483986287,3.950506359350136,-1.0045115668608915,2.5991385054567337
22026,-1.0306726128849277,1.1697545241711467,2.274099510847009,2.364770570512519,-4.7644897292563755,1.9362082018435582
22027,-1.0568370620105512,-1.0526649321589545,2.031521543434401,1.7902952561988528,2.598746450636291,0.9230506224914331
22028,-2.019067782122754,-0.41903373869604366,0.0,0.0,-1.016305645088508,-0.13967791289868123
22029,-0.9757722159598856,4.363338185045485,2.0332588837993057,-2.0075033768046993,0.15291248547152492,1.4630312306800306
22030,-4.622522978764451,2.621990029717921,0.0,-0.005197946282791577,-1.0184673690198949,0.8722640278117098
22031,-1.021509908600457,-0.9955948390485929,2.37584383425186,2.668219582766902,2.6765189134725205,1.3494895259900563
22032,2.414115612440959,6.133601236398746,0.0,0.0,2.3300685940628725,2.0445337454662487
22033,0.019636178721377462,-2.0436655623418005,2.010812204504049,2.173252996146026,-1.016821094205774,0.7134665461027581
22034,-1.0505399363899315,2.681491780515998,2.2470311953488107,4.2213710692250785,-1.0629016352892648,3.049964681696629
22035,-0.9274674706557278,1.5621773870026132,1.9803343231594255,0.548224642643568,-4.525959540897375,1.3635787842685356
22036,-1.014273262917385,1.3654072803267212,-0.9514525957237936,0.0,-1.014273262917385,0.13798489486764254
22037,-2.0754933321122024,2.539880689706365,1.9457355310812545,3.9601913367093076,-2.0754933321122024,2.815269185832309
22038,1.5374657049986737,-1.743963928478152,0.0,0.0,6.108818981706726,-0.5813213094927173
22039,2.3065799704200387,0.022979636266967418,0.0,0.0,-1.0122116852990573,0.007659878755655806
22040,-1.002219051469737,2.7229374508432116,0.04869028357556715,1.9155637781023103,-1.0016303725373277,1.562397170840363
22041,-1.0249637412638535,-2.0142905321566715,2.020091069326746,0.9330226731055902,-1.0249637412638535,0.3129410700918882
22042,2.608434039538629,5.300720026479553,-1.0285036803644232,-0.9908688569694704,2.6774227968491644,1.0937824963818865
22043,1.007016953618873,2.1070430628131973,1.98922114793681,2.017080662641007,0.9728582088677484,2.0377816244636713
22044,1.658687361802457,5.439651689363032,4.237771931816781,2.283527515991281,1.655724367750821,3.9869837123903644
22045,-1.0221212844221839,5.354100052554081,1.950339572348021,3.810942432975736,-4.649709382778433,3.705127352625946
22046,-0.9824106426144965,-1.9849985899981633,0.10673376397891587,2.0206717632793456,-0.9698811568332673,0.04746897908669941
